customer_id,customer_name,industry,avg_days_late,risk_score,concentration_weight
37,Technology Co. 37,Technology,9.482347430332084,0.8610172268191356,0.5564659828320315
38,Manufacturing Co. 38,Manufacturing,35.52630099319028,0.7051437824379125,10.0
39,Manufacturing Co. 39,Manufacturing,34.16660609723768,0.5021385091151804,5.743491774985175
40,Manufacturing Co. 40,Manufacturing,36.51472818668946,0.5113691593173856,4.152436465385057
41,Manufacturing Co. 41,Manufacturing,44.500206579153584,0.8766882826746121,3.2987697769322355
42,Manufacturing Co. 42,Manufacturing,48.84992022856658,0.606939701355267,2.75945932292243
43,Manufacturing Co. 43,Manufacturing,40.89308820038107,0.7945102816009832,2.384948468508759
44,Manufacturing Co. 44,Manufacturing,32.839041963159005,0.6648301784201724,2.108247373706503
45,Manufacturing Co. 45,Manufacturing,37.713391687120385,0.639776339098296,1.8946457081379975
46,Manufacturing Co. 46,Manufacturing,50.51714924651205,0.5779016619330573,1.7242728599059551
47,Manufacturing Co. 47,Manufacturing,38.69637654590537,0.5043313876996123,1.5848931924611132
48,Manufacturing Co. 48,Manufacturing,35.60794119627306,0.6305709492570568,1.4685402420019797
49,Manufacturing Co. 49,Manufacturing,36.242624897299905,0.5667488999731594,1.3697931912643546
50,Manufacturing Co. 50,Manufacturing,40.85690057209397,0.7911082400529816,1.2848289633344696
51,Manufacturing Co. 51,Manufacturing,31.532051176854498,0.9043034740226723,1.2108701450517394
52,Manufacturing Co. 52,Manufacturing,33.98594365132371,0.8252782467168709,1.1458479517249858
53,Manufacturing Co. 53,Manufacturing,45.32321694161659,0.8223868499844242,1.0881882041201552
54,Manufacturing Co. 54,Manufacturing,40.630008877277476,0.42127053827592326,1.0366707928425392
55,Manufacturing Co. 55,Manufacturing,38.776620394784324,0.8248361008566405,0.9903346988700017
56,Manufacturing Co. 56,Manufacturing,45.74915992426311,0.8824593449502705,0.94841217227218
57,Manufacturing Co. 57,Manufacturing,32.38357524898118,0.44815785565226207,0.91028210151304
58,Manufacturing Co. 58,Manufacturing,35.37870282721786,0.5776200626070666,0.8754363272631162
59,Manufacturing Co. 59,Manufacturing,40.36896221651661,0.30451888484527395,0.843454880117311
60,Manufacturing Co. 60,Manufacturing,40.08844217743911,0.6319857466754177,0.8139874915455901
61,Manufacturing Co. 61,Manufacturing,26.677034063596686,0.3779124887668938,0.7867395927457514
62,Manufacturing Co. 62,Manufacturing,34.63483741787713,0.5194498614123582,0.7614615754863513
63,Manufacturing Co. 63,Manufacturing,36.70971430667193,0.6372139041331879,0.7379404583174254
64,Manufacturing Co. 64,Manufacturing,41.232406854516306,0.7569623232818655,0.7159933499747269
65,Manufacturing Co. 65,Manufacturing,40.060403125782116,0.9255907417123721,0.6954622718679772
66,Manufacturing Co. 66,Manufacturing,37.40443267387066,0.4636584922864867,0.676210019811913
67,Manufacturing Co. 67,Manufacturing,22.64983027760767,0.4851463213453539,0.6581168286116066
68,Retail Co. 68,Retail,57.6818334946094,0.3239765157804463,10.0
69,Retail Co. 69,Retail,58.72276251929232,0.33346118831249305,5.743491774985175
70,Retail Co. 70,Retail,87.55890534982343,0.48112020175379744,4.152436465385057
71,Retail Co. 71,Retail,55.69166842262653,0.394181666859295,3.2987697769322355
72,Retail Co. 72,Retail,61.61856810800335,0.6181442941804158,2.75945932292243
73,Retail Co. 73,Retail,71.71387377418024,0.45446440359505974,2.384948468508759
74,Retail Co. 74,Retail,67.02319639224129,0.7733406265977086,2.108247373706503
75,Retail Co. 75,Retail,74.8335317312332,0.7117943119945815,1.8946457081379975
76,Retail Co. 76,Retail,41.17778724649263,0.648253544648593,1.7242728599059551
77,Retail Co. 77,Retail,46.11356409843174,0.3265038420105965,1.5848931924611132
78,Retail Co. 78,Retail,51.204427244766734,0.6840804130723571,1.4685402420019797
79,Retail Co. 79,Retail,39.392038827206406,0.7193623137661423,1.3697931912643546
80,Retail Co. 80,Retail,58.82275569767233,0.4133381788532444,1.2848289633344696
81,Retail Co. 81,Retail,46.96690918919436,0.9088744926788774,1.2108701450517394
82,Retail Co. 82,Retail,76.59921286021047,0.3893886136948956,1.1458479517249858
83,Retail Co. 83,Retail,48.600960491965154,0.9010508518810658,1.0881882041201552
84,Retail Co. 84,Retail,54.13526180553189,0.8702705796976375,1.0366707928425392
85,Retail Co. 85,Retail,67.76220660843603,0.8311944301307903,0.9903346988700017
86,Retail Co. 86,Retail,43.22962820279254,0.6608805275396504,0.94841217227218
87,Retail Co. 87,Retail,38.71020118526527,0.3605167990738345,0.91028210151304
88,Retail Co. 88,Retail,60.21560630238765,0.8831902426696623,0.8754363272631162
89,Retail Co. 89,Retail,61.11859353098108,0.5203693641816554,0.843454880117311
90,Retail Co. 90,Retail,67.38187446132773,0.5269862234982295,0.8139874915455901
91,Retail Co. 91,Retail,64.26329878740277,0.8766061757723262,0.7867395927457514
92,Retail Co. 92,Retail,61.56381607879823,0.8069191048074553,0.7614615754863513
93,Retail Co. 93,Retail,49.83970334105811,0.40505866416149894,0.7379404583174254
94,Retail Co. 94,Retail,60.78704436593204,0.8840602225426015,0.7159933499747269
95,Retail Co. 95,Retail,61.516869679584175,0.30329002950004214,0.6954622718679772
96,Retail Co. 96,Retail,49.427782983683585,0.4045252334213741,0.676210019811913
97,Retail Co. 97,Retail,80.38929413373708,0.7237748186766904,0.6581168286116066
98,Retail Co. 98,Retail,63.68599505094145,0.44577505114936383,0.6410776627949863
99,Retail Co. 99,Retail,46.30381995727214,0.511509803803524,0.6249999999999999
100,Retail Co. 100,Retail,67.44501524490943,0.7852194133267156,0.6098020051774419
101,Retail Co. 101,Retail,69.56051355093186,0.7274483799952232,0.5954110172058484
102,Retail Co. 102,Retail,62.95337112323798,0.6694005921680565,0.5817622870401136
103,Retail Co. 103,Retail,55.05534260796556,0.4723815389931215,0.5687979197442274
104,Retail Co. 104,Retail,48.95516602771012,0.4585932681964043,0.5564659828320315
105,Government Co. 105,Government,60.843474358788434,0.8798302608651236,10.0
106,Government Co. 106,Government,67.11727962224965,0.7102401068982208,5.743491774985175
107,Government Co. 107,Government,62.19502837816861,0.6749875250071333,4.152436465385057
108,Government Co. 108,Government,83.80301115735975,0.6201365009822615,3.2987697769322355
109,Government Co. 109,Government,71.3850102164751,0.48250203558655624,2.75945932292243
110,Government Co. 110,Government,49.14263665375576,0.31580537818044496,2.384948468508759
111,Government Co. 111,Government,45.93661252908332,0.9112980798293941,2.108247373706503
112,Government Co. 112,Government,69.23708622864778,0.9200535750516816,1.8946457081379975
113,Government Co. 113,Government,58.64805822011223,0.31004680074376384,1.7242728599059551
114,Government Co. 114,Government,72.71000741138138,0.9034070656820214,1.5848931924611132
115,Government Co. 115,Government,69.09856436860318,0.9263529851080143,1.4685402420019797
116,Government Co. 116,Government,60.90756631014691,0.8544561460537841,1.3697931912643546
117,Government Co. 117,Government,49.29809422897392,0.8532388364859569,1.2848289633344696
118,Government Co. 118,Government,39.27729162971203,0.5059993033515804,1.2108701450517394
119,Government Co. 119,Government,65.21140616195306,0.9085006032045075,1.1458479517249858
120,Government Co. 120,Government,43.31391831932018,0.7524193678387323,1.0881882041201552
121,Government Co. 121,Government,48.74213845698301,0.6997546973544603,1.0366707928425392
122,Government Co. 122,Government,64.30587658918292,0.9435350025677711,0.9903346988700017
123,Government Co. 123,Government,62.87313077669,0.8702924967531709,0.94841217227218
124,Government Co. 124,Government,44.85544553254066,0.7814996015402328,0.91028210151304
125,Government Co. 125,Government,78.24576864762915,0.5336692482928408,0.8754363272631162
126,Government Co. 126,Government,77.80703078052355,0.49083469877192065,0.843454880117311
127,Healthcare Co. 127,Healthcare,47.1503526720866,0.8635970070770673,10.0
128,Healthcare Co. 128,Healthcare,47.13785950912209,0.8936063591617063,5.743491774985175
129,Healthcare Co. 129,Healthcare,47.150476863060476,0.8188918663284037,4.152436465385057
130,Healthcare Co. 130,Healthcare,80.52731490654722,0.7224765550055473,3.2987697769322355
131,Healthcare Co. 131,Healthcare,51.54001763493203,0.878503472181418,2.75945932292243
132,Healthcare Co. 132,Healthcare,48.51391251305798,0.5196968519534982,2.384948468508759
133,Healthcare Co. 133,Healthcare,34.27174785462428,0.675882091647513,2.108247373706503
134,Healthcare Co. 134,Healthcare,39.63181393259991,0.32336247796788237,1.8946457081379975
135,Healthcare Co. 135,Healthcare,65.14658566673509,0.4862518138833848,1.7242728599059551
136,Healthcare Co. 136,Healthcare,23.32734807408252,0.6840416193698569,1.5848931924611132
137,Healthcare Co. 137,Healthcare,37.280681342105666,0.38258933322372507,1.4685402420019797
138,Healthcare Co. 138,Healthcare,52.889505969673664,0.6394581190356228,1.3697931912643546
139,Healthcare Co. 139,Healthcare,34.84696290740032,0.7048788092823501,1.2848289633344696
140,Healthcare Co. 140,Healthcare,48.79597748934676,0.3554758522459492,1.2108701450517394
141,Healthcare Co. 141,Healthcare,42.45571839903814,0.6514128290465692,1.1458479517249858
142,Healthcare Co. 142,Healthcare,35.483996523941826,0.7143294359738341,1.0881882041201552
143,Healthcare Co. 143,Healthcare,21.74857413342393,0.8168710265996573,1.0366707928425392
144,Healthcare Co. 144,Healthcare,43.86454314769428,0.4760409633203482,0.9903346988700017
145,Healthcare Co. 145,Healthcare,34.07479261567299,0.3164779832200474,0.94841217227218
146,Healthcare Co. 146,Healthcare,40.85263558533101,0.9257214695406513,0.91028210151304
147,Healthcare Co. 147,Healthcare,47.049872789804574,0.5658194138692754,0.8754363272631162
148,Healthcare Co. 148,Healthcare,50.657551941701215,0.4126413080460497,0.843454880117311
