payment_id,invoice_id,customer_id,payment_date,amount_paid,payment_type,days_late
303,INV-005132,6.0,2024-10-01,29626.26,invoice_payment,15.0
9,INV-001334,39.0,2024-10-02,8797.46,invoice_payment,39.0
355,INV-007189,1.0,2024-10-02,15228.2,invoice_payment,11.0
384,INV-001213,4.0,2024-10-02,33871.09,invoice_payment,9.0
181,INV-000801,41.0,2024-10-02,16049.78,invoice_payment,41.0
24,INV-007268,127.0,2024-10-02,24115.54,invoice_payment,38.0
127,INV-003758,48.0,2024-10-02,23224.67,invoice_payment,29.0
57,INV-006969,40.0,2024-10-03,24700.04,invoice_payment,36.0
100,INV-002869,68.0,2024-10-03,46454.68,invoice_payment,32.0
405,INV-007914,2.0,2024-10-04,86235.49,invoice_payment,10.0
149,INV-001331,40.0,2024-10-04,139377.42,invoice_payment,45.0
432,INV-000183,40.0,2024-10-04,37990.09,invoice_payment,23.0
386,INV-000555,3.0,2024-10-04,31854.94,invoice_payment,11.0
352,INV-002444,4.0,2024-10-04,68522.33,invoice_payment,13.0
308,INV-006816,25.0,2024-10-04,25226.29,invoice_payment,17.0
232,INV-006709,129.0,2024-10-05,41247.28,invoice_payment,39.0
325,INV-007421,142.0,2024-10-05,252542.15,invoice_payment,32.0
414,INV-000958,17.0,2024-10-05,14169.0,invoice_payment,10.0
474,INV-004335,7.0,2024-10-05,46290.34,invoice_payment,6.0
642,INV-006879,24.0,2024-10-05,39215.47,invoice_payment,5.0
443,INV-007933,1.0,2024-10-05,34871.4,invoice_payment,9.0
179,INV-003749,133.0,2024-10-05,40165.2,invoice_payment,29.0
458,INV-006076,10.0,2024-10-05,8597.87,invoice_payment,7.0
264,INV-001518,41.0,2024-10-06,18750.94,invoice_payment,38.0
446,INV-004523,136.0,2024-10-06,33932.35,invoice_payment,24.0
566,INV-003620,9.0,2024-10-06,473464.67,invoice_payment,12.0
581,INV-001327,7.0,2024-10-06,19586.08,invoice_payment,11.0
55,INV-006458,87.0,2024-10-07,34409.76,invoice_payment,40.0
151,INV-000006,53.0,2024-10-07,12332.05,invoice_payment,33.0
131,INV-005911,114.0,2024-10-07,18293.36,invoice_payment,49.0
16,INV-007863,116.0,2024-10-08,12812.87,invoice_payment,59.0
169,INV-003391,142.0,2024-10-08,32000.2,invoice_payment,48.0
13,INV-007916,78.0,2024-10-08,45507.87,invoice_payment,44.0
189,INV-004711,38.0,2024-10-08,6163.72,invoice_payment,31.0
84,INV-002765,33.0,2024-10-08,70570.43,invoice_payment,8.0
137,INV-004022,76.0,2024-10-08,33394.6,invoice_payment,50.0
330,INV-006138,55.0,2024-10-08,25385.08,invoice_payment,34.0
353,INV-007608,50.0,2024-10-09,8804.62,invoice_payment,33.0
389,INV-004464,127.0,2024-10-09,90856.36,invoice_payment,31.0
381,INV-006917,1.0,2024-10-09,7885.81,invoice_payment,17.0
335,INV-005572,44.0,2024-10-09,25841.44,invoice_payment,35.0
66,INV-007755,142.0,2024-10-09,379209.98,invoice_payment,41.0
374,INV-001858,136.0,2024-10-09,43383.03,invoice_payment,17.0
44,INV-005365,129.0,2024-10-09,7125.64,invoice_payment,43.0
72,INV-002353,38.0,2024-10-09,43346.28,invoice_payment,41.0
21,INV-002326,106.0,2024-10-09,22160.16,invoice_payment,60.0
27,INV-006292,105.0,2024-10-10,39009.9,invoice_payment,60.0
651,INV-006074,34.0,2024-10-10,63544.51,invoice_payment,10.0
304,INV-002916,41.0,2024-10-10,44477.61,invoice_payment,39.0
363,INV-006815,120.0,2024-10-10,13787.1,invoice_payment,34.0
424,INV-003571,35.0,2024-10-10,44507.78,invoice_payment,15.0
248,INV-005372,61.0,2024-10-10,18492.01,invoice_payment,28.0
215,INV-003192,38.0,2024-10-10,27795.62,invoice_payment,30.0
46,INV-003864,72.0,2024-10-10,30835.49,invoice_payment,59.0
88,INV-003822,17.0,2024-10-10,26536.79,invoice_payment,10.0
122,INV-005591,62.0,2024-10-11,15969.93,invoice_payment,39.0
515,INV-003498,1.0,2024-10-11,32739.53,invoice_payment,8.0
682,INV-003819,3.0,2024-10-11,18844.13,invoice_payment,8.0
326,INV-002040,136.0,2024-10-11,23264.95,invoice_payment,23.0
618,INV-006044,15.0,2024-10-11,33050.45,invoice_payment,13.0
625,INV-002994,1.0,2024-10-11,17548.27,invoice_payment,13.0
223,INV-006280,77.0,2024-10-11,43387.2,invoice_payment,46.0
357,INV-006443,5.0,2024-10-12,370840.46,invoice_payment,21.0
641,INV-000296,3.0,2024-10-12,45781.46,invoice_payment,12.0
375,INV-000885,38.0,2024-10-12,13192.84,invoice_payment,35.0
413,INV-000025,62.0,2024-10-12,114921.03,invoice_payment,32.0
158,INV-001998,60.0,2024-10-12,28277.9,invoice_payment,37.0
497,INV-005433,7.0,2024-10-12,11159.01,invoice_payment,11.0
219,INV-003949,48.0,2024-10-13,14941.3,invoice_payment,33.0
481,INV-004877,1.0,2024-10-13,44611.05,invoice_payment,13.0
7,INV-005752,107.0,2024-10-13,36619.01,invoice_payment,65.0
251,INV-001153,129.0,2024-10-13,36413.17,invoice_payment,46.0
111,INV-005170,12.0,2024-10-14,16468.75,invoice_payment,13.0
31,INV-007417,131.0,2024-10-14,45187.97,invoice_payment,64.0
523,INV-006107,4.0,2024-10-14,56692.31,invoice_payment,9.0
255,INV-002975,60.0,2024-10-14,127041.16,invoice_payment,46.0
739,INV-001826,1.0,2024-10-14,325239.43,invoice_payment,7.0
28,INV-003724,119.0,2024-10-14,7763.78,invoice_payment,64.0
220,INV-006513,145.0,2024-10-14,44474.71,invoice_payment,34.0
86,INV-003735,69.0,2024-10-14,34737.41,invoice_payment,59.0
20,INV-002329,78.0,2024-10-15,14904.28,invoice_payment,51.0
276,INV-000730,39.0,2024-10-15,28092.88,invoice_payment,31.0
685,INV-005072,1.0,2024-10-15,39164.35,invoice_payment,12.0
85,INV-002754,134.0,2024-10-15,8821.42,invoice_payment,45.0
199,INV-003974,41.0,2024-10-15,45030.84,invoice_payment,37.0
153,INV-001022,105.0,2024-10-15,133643.97,invoice_payment,55.0
655,INV-001393,1.0,2024-10-16,6814.86,invoice_payment,16.0
768,INV-006905,10.0,2024-10-16,48091.8,invoice_payment,6.0
600,INV-000664,1.0,2024-10-16,46277.06,invoice_payment,20.0
737,INV-006017,2.0,2024-10-16,21372.31,invoice_payment,9.0
89,INV-005471,1.0,2024-10-16,21764.24,invoice_payment,16.0
242,INV-007257,127.0,2024-10-16,38338.84,invoice_payment,34.0
563,INV-005721,11.0,2024-10-17,39887.41,invoice_payment,9.0
660,INV-001172,1.0,2024-10-17,25057.84,invoice_payment,16.0
208,INV-001572,33.0,2024-10-17,45787.62,invoice_payment,8.0
300,INV-006820,136.0,2024-10-17,31258.01,invoice_payment,31.0
168,INV-003646,128.0,2024-10-17,20645.45,invoice_payment,42.0
407,INV-003490,62.0,2024-10-17,135581.79,invoice_payment,38.0
113,INV-005678,129.0,2024-10-17,63392.9,invoice_payment,45.0
54,INV-001664,130.0,2024-10-17,26662.22,invoice_payment,65.0
92,INV-000605,80.0,2024-10-17,47419.66,invoice_payment,47.0
134,INV-004088,31.0,2024-10-18,121161.24,invoice_payment,15.0
431,INV-002879,55.0,2024-10-18,23013.99,invoice_payment,38.0
238,INV-000446,84.0,2024-10-18,42784.68,invoice_payment,36.0
591,INV-006631,37.0,2024-10-18,11280.09,invoice_payment,8.0
331,INV-000097,71.0,2024-10-18,21798.92,invoice_payment,44.0
723,INV-007451,1.0,2024-10-18,126817.96,invoice_payment,12.0
427,INV-001351,39.0,2024-10-19,5443.11,invoice_payment,24.0
491,INV-000337,87.0,2024-10-19,40756.02,invoice_payment,33.0
459,INV-003414,40.0,2024-10-19,30586.2,invoice_payment,36.0
540,INV-004691,7.0,2024-10-19,44703.1,invoice_payment,13.0
584,INV-002489,3.0,2024-10-19,20649.43,invoice_payment,9.0
142,INV-000341,12.0,2024-10-19,33408.84,invoice_payment,15.0
83,INV-002804,138.0,2024-10-19,17134.15,invoice_payment,50.0
448,INV-003527,54.0,2024-10-19,44662.9,invoice_payment,37.0
275,INV-002881,50.0,2024-10-19,35757.35,invoice_payment,35.0
298,INV-007474,45.0,2024-10-19,115406.23,invoice_payment,33.0
132,INV-006902,110.0,2024-10-19,70070.15,invoice_payment,46.0
578,INV-005923,4.0,2024-10-19,139015.0,invoice_payment,10.0
191,INV-000657,90.0,2024-10-19,344525.19,invoice_payment,57.0
534,INV-004092,44.0,2024-10-19,41995.14,invoice_payment,29.0
230,INV-007320,132.0,2024-10-19,5950.47,invoice_payment,38.0
562,INV-001878,38.0,2024-10-20,7049.76,invoice_payment,27.0
171,INV-001347,141.0,2024-10-20,9601.89,invoice_payment,44.0
499,INV-000793,143.0,2024-10-20,33285.49,invoice_payment,18.0
543,INV-003905,137.0,2024-10-20,8568.61,invoice_payment,13.0
605,INV-004821,19.0,2024-10-20,83995.59,invoice_payment,8.0
10,INV-007391,109.0,2024-10-20,8666.45,invoice_payment,57.0
214,INV-001232,50.0,2024-10-20,12865.4,invoice_payment,40.0
700,INV-003431,6.0,2024-10-20,49014.42,invoice_payment,16.0
62,INV-001100,105.0,2024-10-20,10095.41,invoice_payment,52.0
259,INV-005640,4.0,2024-10-21,5846.33,invoice_payment,8.0
262,INV-002579,48.0,2024-10-21,335625.0,invoice_payment,38.0
250,INV-002130,49.0,2024-10-21,24138.87,invoice_payment,39.0
287,INV-005122,45.0,2024-10-21,36637.18,invoice_payment,36.0
301,INV-001272,45.0,2024-10-21,42827.16,invoice_payment,35.0
39,INV-006552,121.0,2024-10-21,368067.12,invoice_payment,70.0
229,INV-006179,54.0,2024-10-21,12257.58,invoice_payment,40.0
763,INV-002746,7.0,2024-10-21,27740.09,invoice_payment,11.0
462,INV-000522,148.0,2024-10-21,122923.47,invoice_payment,38.0
6,INV-004723,132.0,2024-10-21,135905.06,invoice_payment,58.0
528,INV-006693,39.0,2024-10-21,35437.57,invoice_payment,31.0
37,INV-000031,68.0,2024-10-21,22472.08,invoice_payment,56.0
159,INV-007375,21.0,2024-10-21,20546.47,invoice_payment,16.0
161,INV-007275,96.0,2024-10-22,32286.66,invoice_payment,47.0
771,INV-006845,2.0,2024-10-22,14247.4,invoice_payment,12.0
393,INV-001663,127.0,2024-10-22,260864.06,invoice_payment,29.0
98,INV-004522,102.0,2024-10-22,49288.42,invoice_payment,51.0
67,INV-003572,130.0,2024-10-22,26185.97,invoice_payment,54.0
104,INV-000725,81.0,2024-10-22,10985.44,invoice_payment,66.0
226,INV-006595,36.0,2024-10-22,455219.8,invoice_payment,12.0
190,INV-002801,47.0,2024-10-22,5517.41,invoice_payment,45.0
501,INV-005540,38.0,2024-10-22,31307.83,invoice_payment,35.0
716,INV-000016,6.0,2024-10-22,81931.36,invoice_payment,16.0
79,INV-006197,68.0,2024-10-22,36458.4,invoice_payment,53.0
311,INV-006906,139.0,2024-10-22,36340.77,invoice_payment,35.0
309,INV-000897,38.0,2024-10-22,100913.54,invoice_payment,35.0
556,INV-004986,51.0,2024-10-22,37732.46,invoice_payment,29.0
12,INV-005896,80.0,2024-10-22,21846.67,invoice_payment,73.0
216,INV-003752,1.0,2024-10-23,5994.22,invoice_payment,13.0
32,INV-002369,69.0,2024-10-23,11643.62,invoice_payment,58.0
290,INV-000520,33.0,2024-10-23,48562.96,invoice_payment,8.0
776,INV-006042,7.0,2024-10-23,48472.73,invoice_payment,13.0
341,INV-001984,127.0,2024-10-23,73297.22,invoice_payment,48.0
63,INV-006678,147.0,2024-10-23,8067.2,invoice_payment,55.0
850,INV-000755,11.0,2024-10-23,47460.84,invoice_payment,7.0
53,INV-002333,68.0,2024-10-23,103424.84,invoice_payment,56.0
225,INV-006605,128.0,2024-10-24,29173.5,invoice_payment,44.0
659,INV-007086,136.0,2024-10-24,21138.85,invoice_payment,23.0
645,INV-006312,67.0,2024-10-24,94000.21,invoice_payment,24.0
488,INV-001093,127.0,2024-10-24,44676.9,invoice_payment,38.0
519,INV-006515,144.0,2024-10-24,90957.33,invoice_payment,35.0
583,INV-007241,1.0,2024-10-24,108830.01,invoice_payment,14.0
848,INV-000613,2.0,2024-10-25,46080.16,invoice_payment,9.0
265,INV-005899,127.0,2024-10-25,32906.26,invoice_payment,42.0
579,INV-004857,9.0,2024-10-25,139048.4,invoice_payment,16.0
73,INV-005143,77.0,2024-10-25,33470.36,invoice_payment,56.0
294,INV-006488,132.0,2024-10-25,389886.62,invoice_payment,54.0
621,INV-000846,33.0,2024-10-25,331542.56,invoice_payment,12.0
114,INV-002392,143.0,2024-10-25,20158.25,invoice_payment,23.0
281,INV-006565,2.0,2024-10-25,25366.1,invoice_payment,10.0
434,INV-007747,44.0,2024-10-25,46233.4,invoice_payment,29.0
35,INV-005500,109.0,2024-10-26,47599.25,invoice_payment,76.0
144,INV-005755,109.0,2024-10-26,44016.13,invoice_payment,52.0
444,INV-007986,110.0,2024-10-26,17855.35,invoice_payment,44.0
498,INV-007037,107.0,2024-10-26,31249.04,invoice_payment,40.0
585,INV-006481,136.0,2024-10-26,477209.59,invoice_payment,31.0
128,INV-007822,125.0,2024-10-26,109758.44,invoice_payment,68.0
58,INV-002438,68.0,2024-10-26,21116.61,invoice_payment,59.0
5,INV-002768,127.0,2024-10-26,48912.44,invoice_payment,63.0
318,INV-002530,139.0,2024-10-27,15340.81,invoice_payment,40.0
312,INV-006158,39.0,2024-10-27,29776.63,invoice_payment,40.0
272,INV-001771,84.0,2024-10-27,51680.73,invoice_payment,43.0
160,INV-000354,90.0,2024-10-27,21607.39,invoice_payment,67.0
475,INV-003158,43.0,2024-10-27,33608.25,invoice_payment,43.0
145,INV-002409,105.0,2024-10-27,13410.93,invoice_payment,68.0
70,INV-004649,105.0,2024-10-27,41681.4,invoice_payment,59.0
293,INV-000820,4.0,2024-10-28,12447.49,invoice_payment,12.0
438,INV-004064,145.0,2024-10-28,40852.55,invoice_payment,32.0
322,INV-004744,28.0,2024-10-28,9241.08,invoice_payment,10.0
826,INV-005491,8.0,2024-10-28,10721.57,invoice_payment,14.0
709,INV-000316,24.0,2024-10-28,40936.7,invoice_payment,8.0
372,INV-002319,105.0,2024-10-28,5829.54,invoice_payment,51.0
820,INV-006967,29.0,2024-10-28,34167.71,invoice_payment,14.0
200,INV-001955,129.0,2024-10-28,44751.57,invoice_payment,50.0
299,INV-003160,105.0,2024-10-29,29046.4,invoice_payment,58.0
23,INV-003684,80.0,2024-10-29,102017.94,invoice_payment,65.0
273,INV-004412,34.0,2024-10-29,23217.16,invoice_payment,15.0
388,INV-004367,127.0,2024-10-29,14408.79,invoice_payment,51.0
125,INV-000121,128.0,2024-10-29,49125.96,invoice_payment,57.0
643,INV-001477,1.0,2024-10-29,45311.54,invoice_payment,14.0
362,INV-002893,137.0,2024-10-29,120868.47,invoice_payment,38.0
821,INV-002577,5.0,2024-10-29,111774.05,invoice_payment,15.0
395,INV-004692,141.0,2024-10-29,35217.85,invoice_payment,36.0
732,INV-006429,22.0,2024-10-29,135264.51,invoice_payment,7.0
138,INV-002831,51.0,2024-10-29,105286.94,invoice_payment,26.0
222,INV-000871,117.0,2024-10-29,29099.41,invoice_payment,49.0
610,INV-006480,1.0,2024-10-29,18186.43,invoice_payment,17.0
502,INV-004634,47.0,2024-10-30,30272.07,invoice_payment,43.0
688,INV-003053,1.0,2024-10-30,42293.49,invoice_payment,12.0
738,INV-001719,10.0,2024-10-30,22624.99,invoice_payment,8.0
423,INV-007535,128.0,2024-10-30,32690.63,invoice_payment,35.0
192,INV-004865,93.0,2024-10-30,276470.39,invoice_payment,53.0
708,INV-007825,1.0,2024-10-30,15170.17,invoice_payment,10.0
800,INV-002557,67.0,2024-10-30,31610.42,invoice_payment,18.0
157,INV-000892,42.0,2024-10-30,40384.92,invoice_payment,55.0
173,INV-003408,111.0,2024-10-30,33210.31,invoice_payment,54.0
252,INV-005995,113.0,2024-10-31,20535.63,invoice_payment,49.0
522,INV-003608,142.0,2024-10-31,48677.94,invoice_payment,26.0
439,INV-002714,90.0,2024-10-31,39808.36,invoice_payment,50.0
165,INV-004406,114.0,2024-10-31,48116.78,invoice_payment,56.0
484,INV-005086,68.0,2024-10-31,28471.91,invoice_payment,46.0
593,INV-006800,58.0,2024-10-31,130191.87,invoice_payment,35.0
163,INV-006084,94.0,2024-10-31,29359.24,invoice_payment,56.0
576,INV-004817,44.0,2024-10-31,34403.85,invoice_payment,37.0
722,INV-005889,7.0,2024-10-31,29154.03,invoice_payment,10.0
527,INV-005729,133.0,2024-10-31,114750.74,invoice_payment,26.0
662,INV-000770,1.0,2024-10-31,9743.24,invoice_payment,15.0
348,INV-001646,105.0,2024-10-31,17127.05,invoice_payment,40.0
40,INV-006549,50.0,2024-10-31,42366.41,invoice_payment,35.0
358,INV-000639,59.0,2024-11-01,38815.38,invoice_payment,56.0
177,INV-003387,95.0,2024-11-01,84493.49,invoice_payment,56.0
692,INV-000449,45.0,2024-11-01,18285.88,invoice_payment,29.0
42,INV-004124,73.0,2024-11-01,375354.68,invoice_payment,81.0
267,INV-002198,13.0,2024-11-01,41590.41,invoice_payment,18.0
440,INV-004157,116.0,2024-11-01,32761.83,invoice_payment,51.0
82,INV-006591,75.0,2024-11-01,6633.26,invoice_payment,63.0
212,INV-007278,114.0,2024-11-02,24064.62,invoice_payment,69.0
41,INV-004190,70.0,2024-11-02,32339.02,invoice_payment,67.0
703,INV-006345,28.0,2024-11-02,108036.88,invoice_payment,13.0
3,INV-005370,75.0,2024-11-02,45283.64,invoice_payment,70.0
707,INV-000069,38.0,2024-11-02,32274.58,invoice_payment,28.0
463,INV-000911,39.0,2024-11-02,9694.09,invoice_payment,35.0
261,INV-000531,68.0,2024-11-02,119615.61,invoice_payment,50.0
467,INV-000747,139.0,2024-11-02,19048.54,invoice_payment,34.0
244,INV-007374,107.0,2024-11-02,315511.88,invoice_payment,66.0
228,INV-005305,88.0,2024-11-02,10576.96,invoice_payment,52.0
253,INV-006844,56.0,2024-11-02,16000.86,invoice_payment,50.0
323,INV-003934,131.0,2024-11-03,29103.36,invoice_payment,46.0
139,INV-005726,105.0,2024-11-03,24240.15,invoice_payment,61.0
415,INV-003212,105.0,2024-11-03,47616.41,invoice_payment,54.0
320,INV-005331,71.0,2024-11-03,33299.31,invoice_payment,47.0
119,INV-004873,63.0,2024-11-03,113111.68,invoice_payment,32.0
315,INV-003445,110.0,2024-11-03,19392.62,invoice_payment,47.0
349,INV-007768,108.0,2024-11-03,59062.3,invoice_payment,58.0
280,INV-002044,127.0,2024-11-03,45947.98,invoice_payment,65.0
75,INV-005990,96.0,2024-11-04,61676.97,invoice_payment,66.0
773,INV-005613,4.0,2024-11-04,34485.34,invoice_payment,10.0
635,INV-006657,39.0,2024-11-04,16044.7,invoice_payment,36.0
494,INV-004045,142.0,2024-11-04,22326.38,invoice_payment,34.0
827,INV-002296,2.0,2024-11-04,22494.41,invoice_payment,6.0
567,INV-001290,38.0,2024-11-04,11396.34,invoice_payment,41.0
923,INV-007694,37.0,2024-11-04,35590.56,invoice_payment,13.0
756,INV-002973,1.0,2024-11-04,34301.86,invoice_payment,11.0
759,INV-001991,3.0,2024-11-04,118956.44,invoice_payment,11.0
193,INV-004177,122.0,2024-11-04,104485.53,invoice_payment,73.0
337,INV-002408,110.0,2024-11-04,322345.18,invoice_payment,45.0
342,INV-001704,68.0,2024-11-04,84801.34,invoice_payment,60.0
794,INV-004409,9.0,2024-11-04,6307.66,invoice_payment,9.0
948,INV-004344,4.0,2024-11-04,37796.28,invoice_payment,10.0
455,INV-007014,93.0,2024-11-05,18370.8,invoice_payment,53.0
305,INV-002323,128.0,2024-11-05,139279.34,invoice_payment,50.0
656,INV-006886,39.0,2024-11-05,44520.75,invoice_payment,35.0
466,INV-003925,40.0,2024-11-05,46297.66,invoice_payment,38.0
485,INV-001068,38.0,2024-11-05,29871.68,invoice_payment,36.0
123,INV-000252,119.0,2024-11-05,14684.08,invoice_payment,64.0
784,INV-002865,2.0,2024-11-05,7499.63,invoice_payment,10.0
387,INV-005383,41.0,2024-11-05,41105.93,invoice_payment,43.0
493,INV-004726,39.0,2024-11-05,12410.82,invoice_payment,35.0
202,INV-006867,78.0,2024-11-05,33568.15,invoice_payment,28.0
